中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,428 Mbps,54784 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,74 ms,404 Mbps,51814 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,7 ms,84 Mbps,10752 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,198 Mbps,25395 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,575 Mbps,73625 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,19 ms,725 Mbps,92876 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,412 Mbps,52736 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,59 ms,62 Mbps,8006 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,67 ms,100 Mbps,12902 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,60 ms,1 Mbps,134 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,80 ms,273 Mbps,35020 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,88 ms,401 Mbps,51404 kB/s
129.146.7.98,443,2a09:bac1:76e0:e18::26a:1c,US,Los Angeles,隧道,70 ms,64 Mbps,8289 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,86 ms,252 Mbps,32358 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,305 Mbps,39116 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,28 ms,714 Mbps,91443 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,272 Mbps,34918 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,72 ms,350 Mbps,44851 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,73 ms,46 Mbps,6013 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,71 ms,307 Mbps,39321 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,115 ms,432 Mbps,55296 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,94 ms,436 Mbps,55808 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,45 Mbps,5879 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,284 Mbps,36352 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,84 ms,504 Mbps,64614 kB/s
158.101.209.150,443,163.123.193.7,DE,Frankfurt,隧道,95 ms,283 Mbps,36249 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,97 ms,291 Mbps,37273 kB/s
129.153.119.97,443,129.153.119.97,,colo.txt:Los Angeles,中转,0 ms,45 Mbps,5866 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,86 ms,237 Mbps,30412 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,92 ms,30 Mbps,3967 kB/s
129.146.168.102,443,2a09:bac5:60ea:1173::1bd:fd,US,Los Angeles,隧道,68 ms,47 Mbps,6139 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,96 ms,120 Mbps,15360 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,175 ms,124 Mbps,15872 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,93 ms,39 Mbps,5069 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,85 ms,41 Mbps,5315 kB/s
129.146.47.72,443,104.28.205.110,US,Los Angeles,隧道,67 ms,35 Mbps,4569 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,242 Mbps,31027 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,129 ms,46 Mbps,5915 kB/s
129.159.130.38,443,129.159.130.38,IL,Tel Aviv,中转,144 ms,41 Mbps,5326 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,173 ms,160 Mbps,20582 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,204 ms,84 Mbps,10752 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,57 ms,426 Mbps,54579 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,35 Mbps,4538 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,214 ms,80 Mbps,10240 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,222 ms,115 Mbps,14745 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,213 ms,29 Mbps,3792 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,228 ms,101 Mbps,13004 kB/s
152.67.212.141,443,152.67.212.141,KR,Seoul,中转,212 ms,84 Mbps,10752 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,241 ms,1 Mbps,252 kB/s
132.226.1.227,443,2603:c021:8001:801:f494:88cb:3117:e10,JP,Tokyo,隧道,233 ms,67 Mbps,8593 kB/s
8.222.128.32,443,8.222.128.32,SG,Singapore,中转,239 ms,10 Mbps,1406 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,228 ms,72 Mbps,9240 kB/s
131.186.60.210,443,2603:c021:8002:900:8479:146e:b870:4762,JP,Tokyo,隧道,262 ms,29 Mbps,3839 kB/s
8.213.137.24,443,8.213.137.24,SG,,中转,186 ms,27 Mbps,3528 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,234 ms,0 Mbps,29 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,244 ms,75 Mbps,9626 kB/s
204.110.220.3,443,204.110.220.217,US,,隧道,80 ms,223 Mbps,28569 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,83 ms,269 Mbps,34508 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,107 ms,284 Mbps,36352 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,28 ms,491 Mbps,62873 kB/s
3.127.55.133,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,97 ms,290 Mbps,37171 kB/s
103.137.63.3,443,122.118.154.47,TW,,隧道,211 ms,79 Mbps,10137 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,93 ms,210 Mbps,26931 kB/s
150.230.149.208,443,150.230.149.208,DE,,中转,101 ms,112 Mbps,14438 kB/s
129.154.199.37,443,2602:ffe4:407:20da:0:f1b3:1f7b:c08b,SG,Singapore,隧道,277 ms,40 Mbps,5227 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,83 ms,6 Mbps,799 kB/s
35.157.240.237,443,3.68.128.205,DE,,隧道,91 ms,240 Mbps,30822 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,248 ms,0 Mbps,19 kB/s
54.203.85.46,443,204.110.220.68,US,,隧道,97 ms,249 Mbps,31948 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,119 ms,280 Mbps,35840 kB/s
3.67.232.136,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,94 ms,329 Mbps,42188 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,40 ms,736 Mbps,94208 kB/s
18.185.254.189,443,3.68.128.205,DE,,隧道,114 ms,304 Mbps,38912 kB/s
